"","num","name","full_add","on_off","zip","salesman","lic_num","county","city","dvry_man","main_phone","contact_name","contact_phone","contact_email","lon","lat","geocode"
"122",1525,"Hopdoddy - Fort Worth","2300 W. 7th Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB987209","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3501788,32.7513197,"1"
"123",1528,"Roast Social Kitchen - Tyler","1125 E 5th St, Tyler, TX 75701","On Premise",75701,"Ronnie Esposito","RM910339","Smith","Tyler","Dalton Davis",NA,NA,NA,NA,-95.28768,32.3318484,"1"
"124",1530,"Thumbs Up Liquor & Tobacco - Sherman","1711 N FM 1417, Sherman, TX 75092","Off Premise",75092,"Mason Lowe","BF985824","Grayson","Sherman","Harrison Boyland",NA,NA,NA,NA,-96.6417838,33.6501896,"1"
"125",1532,"Houston's Discount","8886 Hwy 34 South, Quinline, TX 75474","Off Premise",75474,"Brandon Byrd","BF770746","Hunt","Quinline","Dalton Davis",NA,NA,NA,NA,-96.128459,32.906028,"1"
"126",1533,"Gilmer Beer Barn","1002 Hwy 154 West, Gilmer, TX 75644","Off Premise",75644,"Ronnie Esposito","BQ953024","Upshur","Gilmer","Dalton Davis",NA,NA,NA,NA,-94.9607086,32.7288889,"1"
"127",1534,"The Chuggin Monk","2301 N. Collins Street, Arlington, TX 76011","On Premise",76011,"Brandon Pitzer","MB869171","Tarrant","Arlington","Mike Harrison",NA,NA,NA,NA,-97.0959307,32.7729556,"1"
"128",1539,"Spec's #80 - Wichita Falls","4319 Kemp Blvd., Wichita Falls, TX 76308","Off Premise",76308,"Nathan Zaremba","BF987341","Wichita","Wichita Falls","Charles_3",NA,NA,NA,NA,-98.5334809,33.8638819,"1"
"129",1542,"Allen Liquor 4 U","1210 E. Main Street, Allen, TX 75002","Off Premise",75002,"Mason Lowe","BF949111","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6405125,33.0990524,"1"
"130",1543,"The Lazy Moose","1404 West Magnolia Ave., Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB961330","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3406488,32.7308259,"1"
"131",1548,"Harlowe MXN","2823 Main Street, Dallas, TX 75226","On Premise",75226,"Dominique Van Ausdall","MB973529","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7824464,32.7842785,"1"
"132",1549,"Ellen's Southern Kitchen","1701 N. Market Street, Dallas, TX 75202","On Premise",75202,"Dominique Van Ausdall","MB819540","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8072599,32.7815638,"1"
"133",1550,"Stop & Get One","6940 Baker Blvd., Richland Hills, TX 76118","Off Premise",76118,"Justin Page","BQ493311","Tarrant","Richland Hills","James Liston",NA,NA,NA,NA,-97.232598,32.8087044,"1"
"134",1553,"The Boardroom Whisky and Cigar Lounge","1708 8th Avenue, Fort Worth, TX 76110","On Premise",76110,"Brandon Pitzer","MB9797498","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3440206,32.7262944,"1"
"135",1563,"1836 Texas Kitchen","2467 Crow Road, Tyler, TX 75703","On Premise",75703,"Ronnie Esposito","RM972197","Smith","Tyler","Dalton Davis",NA,NA,NA,NA,-95.3304941,32.2870523,"1"
"136",1565,"Northside Remedy","215 N MAIN STREET, Weatherford, TX 76086","On Premise",76086,"Brandon Pitzer","N 982410","Parker","Weatherford","James Liston",NA,NA,NA,NA,-97.7976682,32.7611605,"1"
"137",1566,"Pecan Point Brewing - Texarkana","213 Main St., Texarkana, TX 75501","On Premise",75501,"Ronnie Esposito","RM872401","Bowie","Texarkana","Dalton Davis",NA,NA,NA,NA,-94.0446451,33.4213505,"1"
"138",1571,"Total Wine #523 - Alliance Center","3101 Texas Sage Trail, Fort Worth, TX 76117","Off Premise",76117,"Jack Stephenson","BF991075","Tarrant","Fort Worth","Edgard Olvera",NA,NA,NA,NA,-97.3117815,32.9135916,"1"
"139",1575,"Cork & Growler","8979 FM 423, Frisco, TX 75034","On Premise",75034,"Hudson Boyd","BG992056","Collin","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8909956,33.1518504,"1"
"140",1576,"Shop Smoke N Beverage","2011 W Spring Creek Parkway, Suite 50, Plano, TX 75023","Off Premise",75023,"Mason Lowe","BF892652","Collin","Plano","James Liston",NA,NA,NA,NA,-96.7317961,33.0598079,"1"
"141",1580,"Hooters - FW DT","150 Throckmorton Street, Fort Worth, TX 76102","On Premise",76102,"Brandon Pitzer","MB978190","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3342718,32.7551032,"1"
"142",1581,"Big Papa's Cafe - Longview","880 E Loop 281, Longview, TX 75605","On Premise",75605,"Ronnie Esposito","BF759432","Gregg","Longview","Dalton Davis",NA,NA,NA,NA,-94.7041316,32.5286579,"1"
"143",1598,"Diamond Shamrock - Tyler","2431 Loop 323 E SE, Tyler, TX 75701","Off Premise",75701,"Ronnie Esposito","BQ831125","Smith","Tyler","Dalton Davis",NA,NA,NA,NA,-95.2689457,32.312474,"1"
"144",1599,"University Pub","3019 s University Drive, Fort Worth, TX 76102","On Premise",76102,"Brandon Pitzer","MB435354","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3601544,32.7071306,"1"
"145",1600,"Reservoir","1001 FOCH STREET, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB818149","Tarrant","Fort Worth","Mike Harrison",NA,NA,NA,NA,-97.3561464,32.7489579,"1"
"146",1601,"Hops and Vines - Irving","313 E Las Colinas Blvd, Irving, TX 75039","On Premise",75039,"Nathan Zaremba","BG983829","Dallas","Irving","Kevin Whitehorse",NA,NA,NA,NA,-96.9375756,32.8656314,"1"
"147",1602,"Nancy's Liquor","1302 W. Kennedale Pkwy, Kennedale, TX 76060","Off Premise",76060,"Justin Page","BF967219","Tarrant","Kennedale","Kevin Whitehorse",NA,NA,NA,NA,-97.2404697,32.665228,"1"
"148",1616,"Chicken Moto - Richardson","2069 N Central Expressway Suite 200, Richardson, TX 75080","On Premise",75080,"Ethan Garrison","BG954483","Dallas","Richardson","James Hall",NA,NA,NA,NA,-96.7160786,32.9774665,"1"
"149",1617,"The Alcove - Sulphur Springs","101 N Gilmer St., Sulphur Springs, TX 75482","On Premise",75482,"Ronnie Esposito","BH964272","Hopkins","Sulphur Springs","David Cash",NA,NA,NA,NA,-95.6017146,33.1377983,"1"
"150",1618,"Sigel's - Anna","801 county road 286, Anna, TX 75409","Off Premise",75409,"House Accounts DFW","BF816151","Collin","Anna","Charles_3",NA,NA,NA,NA,-96.59153,33.343195,"1"
"151",1619,"Double Eagle Liquor","8455 Boat Club Road #150, Fort Worth, TX 76179","Off Premise",76179,"Brian Schick","P 983273","Tarrant","Fort Worth","James Hall",NA,NA,NA,NA,-97.4266014,32.8769817,"1"
"152",1620,"Craft Corner - Flint","18910 FM 2493, Flint, TX 75762","On Premise",75762,"Ronnie Esposito","BQ827151","Smith","Flint","David Cash",NA,NA,NA,NA,-95.3489439,32.2045524,"1"
"153",1623,"T.B.D Kitchen - Lewisville","2560 King Arthur Blvd, Lewisville, TX 75056","On Premise",75056,"Nathan Zaremba","RM923467","Denton","Lewisville","Edgard Olvera",NA,NA,NA,NA,-96.8983597,33.0353472,"1"
"154",1628,"Old Chicago - Tyler","405 W Southwest Loop 323, Tyler, TX 75701","On Premise",75701,"Ronnie Esposito","RM955992","Smith","Tyler","Dalton Davis",NA,NA,NA,NA,-95.304521,32.3032928,"1"
"155",1631,"THE MARKET AT LAKESIDE","2500 LAKESIDE PARKWAY, Flower Mound, TX 75022","Off Premise",75022,"Brian Schick","BQ974052","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0663565,32.9938643,"1"
"156",1632,"ACE High Liquor - Winona","319 S Main St, Winona, TX 75792","Off Premise",75792,"Ronnie Esposito","P901048","Smith","Winona","Dalton Davis",NA,NA,NA,NA,-95.16844,32.4877356,"1"
"157",1633,"Meals on Wheels and Senior Services","2133 Summer Lee Dr, Rockwall, TX 75087","On Premise",75087,"House Accounts DFW","SB2784664","Rockwall","Rockwall","Kevin Whitehorse",NA,NA,NA,NA,-96.4791979,32.8904317,"1"
"158",1636,"State Draft House - Flower Mound","1050 Flower Mound rd, Flower Mound, TX 75028","On Premise",75028,"Nathan Zaremba","RM988592","Denton","Flower Mound","Mike Harrison",NA,NA,NA,NA,-97.044047,33.0109264,"1"
"159",1644,"Reggis Liquor #75 - Sherman","2916 Hwy 75 North Suite 100, Sherman, TX 75090","Off Premise",75090,"Mason Lowe","BF987502","Grayson","Sherman","Harrison Boyland",NA,NA,NA,NA,-96.6130249,33.6692477,"1"
"160",1645,"Truelove - Waco","414 Franklin Ave., Waco, TX 76701","On Premise",76701,"Mark Molkenbuhr","MB762038","McLennan","Waco","Edgard Olvera",NA,NA,NA,NA,-97.1302938,31.5561977,"1"
"161",1646,"Chapman's River Bend Liquor - Waco","5102 N 19th Street Suite 101, Waco, TX 76708","Off Premise",76708,"Mark Molkenbuhr","BF418895","McLennan","Waco","Edgard Olvera",NA,NA,NA,NA,-97.1872345,31.5927776,"1"
"162",1648,"Still on the Corner - Gainesville","1030 E California St., Gainesville, TX 76240","Off Premise",76240,"Mason Lowe","BF532599","Cooke","Gainesville","Edgard Olvera",NA,NA,NA,NA,-97.1347264,33.6239039,"1"
"163",1649,"Driggs Liquor #3 - Denison","3000 s Woodlawn, Denison, TX 75020","Off Premise",75020,"Mason Lowe","BF056308","Grayson","Denison","Harrison Boyland",NA,NA,NA,NA,-96.5553957,33.7266566,"1"
"164",1653,"Barrel And Bones - The Colony","2801 Plano Pkwy Suite 140, The Colony, TX 75056","On Premise",75056,"Hudson Boyd","MB984390","Denton","The Colony","Edgard Olvera",NA,NA,NA,NA,-96.8645647,33.0576489,"1"
"165",1654,"Shax Liquor - Little Elm","26730 US-380 Suite 200, Little Elm, TX 75068","Off Premise",75068,"Brian Schick","BF855230","Denton","Little Elm","Edgard Olvera",NA,NA,NA,NA,-96.9366187,33.2204326,"1"
"166",1659,"Quick Track - Melissa","2436 Sam Rayburn Hwy, Melissa, TX 75454","Off Premise",75454,"Mason Lowe","BQ8825588","Collin","Melissa","Harrison Boyland",NA,NA,NA,NA,-96.5664741,33.2795649,"1"
"167",1661,"Main Street Beer and Wine - Crowley","105 S Crowley Rd, Crowley, TX 76036","Off Premise",76036,"Justin Page","BQ908998","Tarrant","Crowley","Kevin Whitehorse",NA,NA,NA,NA,-97.3532384,32.5782803,"1"
"168",1666,"Zoli's NY PIzza - Addison","14910 Midway Rd., Addison, TX 75001","On Premise",75001,"Ethan Garrison","MB844986","Dallas","Addison","Edgard Olvera",NA,NA,NA,NA,-96.8384918,32.9512888,"1"
"169",1684,"Woody Creek BBQ","1776 Mall Circle, Fort Worth, TX 76116","On Premise",76116,"Brandon Pitzer","BG744652","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4386768,32.7439086,"1"
"170",1688,"R.G. Liquor Beer And Wine - Plano","5301 Alma Drive Suite B, Plano, TX 75023","Off Premise",75023,"Mason Lowe","BF980725","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7101503,33.0530386,"1"
"171",1689,"Fresh Brookshire's #801 - Tyler","6991 Old Jacksonville Hwy, Tyler, TX 75703","Off Premise",75703,"Ronnie Esposito","BQ827625","Smith","Tyler","David Cash",NA,NA,NA,NA,-95.3403996,32.2720623,"1"
"172",1691,"Paradise Liquor - Denton","6504 Hwy 380 E Crossroads, Denton, TX 76227","Off Premise",76227,"Brian Schick","BF976953","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.0021254,33.2304756,"1"
"173",1693,"McGarrities Saloon - Jefferson","208 W Dallas St., Jefferson, TX 75657","On Premise",75657,"Ronnie Esposito","RM936198","Marion","Jefferson","Dalton Davis",NA,NA,NA,NA,-94.3452138,32.7551113,"1"
"174",1697,"MH Cafe - Addison","3870 Ponte Ave., Addison, TX 75001","On Premise",75001,"Ethan Garrison","RM883509","Dallas","Addison","Edgard Olvera",NA,NA,NA,NA,-96.8513369,32.9351514,"1"
"175",1700,"Silver Grizzly - Longview","100 W Tyler St., Longview, TX 75601","On Premise",75601,"Ronnie Esposito","BG963712","Gregg","Longview","Dalton Davis",NA,NA,NA,NA,-94.7405011,32.4951704,"1"
"176",1706,"30 Burger - Texarkana","4719 Texas Blvd., Texarkana, TX 75503","On Premise",75503,"Ronnie Esposito","BG969077","Bowie","Texarkana","Dalton Davis",NA,NA,NA,NA,-94.0465603,33.4610109,"1"
"177",1707,"Heritage Wine & Spirits - Longview","2000 N Eastman Rd., Longview, TX 75601","Off Premise",75601,"Ronnie Esposito","BF963122","Gregg","Longview","Dalton Davis",NA,NA,NA,NA,-94.7155271,32.520918,"1"
"178",1708,"Golden Eagle Beer and Wine - Diana","1970 Us Highway 259 Suite 102, Diana, TX 75640","Off Premise",75640,"Ronnie Esposito","BQ932492","Upshur","Diana","Dalton Davis",NA,NA,NA,NA,-94.752086,32.6998084,"1"
"179",1720,"Lone Star Liquor - Lone Star","304 N Main St., Lone Star, TX 75668","Off Premise",75668,"Ronnie Esposito","BF781750","Morris","Lone Star","Dalton Davis",NA,NA,NA,NA,-94.7104153,32.9449524,"1"
"180",1729,"Roots Coffee - Richland Hills","9101 TX-26 #101, Richland Hills, TX 76180","On Premise",76180,"Nathan Zaremba","BG970053","Tarrant","Richland Hills","James Liston",NA,NA,NA,NA,-97.1929725,32.8501021,"1"
"181",1739,"Weatherford DT Business Alliance","315 Santa Fe Dr. Amphitheater, Weatherford, TX 76086","On Premise",76086,"Brandon Pitzer","TB2788310","Parker","Weatherford","James Liston",NA,NA,NA,NA,-97.7912738,32.7564487,"1"
"182",1743,"Marty B's - Bartonville","2664 FM 407 E, Bartonville, TX 76226","On Premise",76226,"Nathan Zaremba","RM997637","Denton","Bartonville","James Liston",NA,NA,NA,NA,-97.1386829,33.1031361,"1"
"183",1749,"Double H Package Store - Quitman","304 Richards ST, Quitman, TX 75783","Off Premise",75783,"Ronnie Esposito","BF919149","Wood","Quitman","Dalton Davis",NA,NA,NA,NA,-95.4583367,32.7884865,"1"
"184",1751,"Half Pint Taproom & Restoration Hall","817 Ohio Ave., Witchitafalls, TX 76301","On Premise",76301,"Nathan Zaremba","MB984885","Wichita","Witchitafalls","Jose Vital",NA,NA,NA,NA,-98.4888984,33.9128123,"1"
"185",1758,"Euless Food Store","305 W Euless Blvd., Euless, TX 76040","Off Premise",76040,"Justin Page","BQ977653","Tarrant","Euless","James Liston",NA,NA,NA,NA,-97.0868202,32.8352704,"1"
"186",1760,"The Draft in Kingwood","23692 Eastex Fwy Suite D, KIngwood, TX 77339","On Premise",77339,"Jami Ontiveros","MB1008631","Harris_2","KIngwood","Kevin Whitehorse",NA,NA,NA,NA,-95.2528684,30.0478129,"1"
"187",1767,"Bryd & Mike's Chestnut st. Pub & Grill (Best Burge","100 W Chestnut St., Denison, TX 75021","On Premise",75021,"Mason Lowe","MB930988","Grayson","Denison","Harrison Boyland",NA,NA,NA,NA,-96.5355407,33.7540639,"1"
"188",1769,"The Liquor Outpost - Fort Worth","4300 Western Center Blvd., Fort Worth, TX 76137","On Premise",76137,"Brian Schick","BF982637","Tarrant","Fort Worth","James Liston",NA,NA,NA,NA,-97.293279,32.8609672,"1"
"189",1771,"Northside Drafthouse and Eatery - Richardson","3000 Northside Blvd. Suite 800, Richardson, TX 75080","On Premise",75080,"Ethan Garrison","RM995368","Collin","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7498054,32.9934413,"1"
"190",1773,"City Works -FW","5288 MONAHANS AVENUE, Fort Worth, TX 76109","On Premise",76109,"Brandon Pitzer","MB995047","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4016465,32.7093217,"1"
"191",1776,"The Den - Quitman","101 E Lipscomb St., Quitman, TX 75783","On Premise",75783,"Ronnie Esposito","RM997040","Wood","Quitman","Dalton Davis",NA,NA,NA,NA,-95.4518187,32.7964397,"1"
"192",1778,"Jimmy Nardello's - Mount Pleasany","103 N Madison Ave., Mount Pleasant, TX 75455","On Premise",75455,"Ronnie Esposito","BG967929","Titus","Mount Pleasant","Dalton Davis",NA,NA,NA,NA,-94.9697725,33.1568991,"1"
"193",1779,"The Farmer's Wife - Mount Pleasant","210 N Madison Ave., Mount Pleasant, TX 75455","On Premise",75455,"Ronnie Esposito","BQ967934","Titus","Mount Pleasant","Dalton Davis",NA,NA,NA,NA,-94.9693055,33.1580348,"1"
"194",1782,"The Heights - Dallas","2015 Abrams Pkwy, Dallas, TX 75214","On Premise",75214,"Dominique Van Ausdall","MB905202","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7531624,32.8144457,"1"
"195",1795,"Hopkins Icehouse - Texarkana","4030 Gibson Ln., Texarkana, TX 75503","Off Premise",75503,"Ronnie Esposito","RM921524","Bowie","Texarkana","Dalton Davis",NA,NA,NA,NA,-94.0935143,33.45969,"1"
"196",1798,"Urban Alchemy - Arlington","403 E Main St., Arlington, TX 76010","On Premise",76010,"Brandon Pitzer","BG991648","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1029459,32.7367366,"1"
"197",1799,"Yard House - Irving","320 W Las Colinas Blvd. 120, Irving, TX 75039","On Premise",75039,"Nathan Zaremba","MB986536","Dallas","Irving","Kevin Whitehorse",NA,NA,NA,NA,-96.9442082,32.8747599,"1"
"198",1801,"Sunshine #3 - Sherman","201 S Dewey Ave., Sherman, TX 75090","Off Premise",75090,"Mason Lowe","BQ611207","Grayson","Sherman","Kevin Whitehorse",NA,NA,NA,NA,-96.5882785,33.6397382,"1"
"199",1803,"Duke's Icehouse - Addison","1601 Addison Rd., Addison, TX 75001","On Premise",75001,"Ethan Garrison","MB999848","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.8303383,32.9706511,"1"
"200",1810,"Black Jack Package - Cumby","227 I 30 Northeast, Comby, TX 75433","Off Premise",75433,"Ronnie Esposito","BF549381","Hopkins","Comby","Dalton Davis",NA,NA,NA,NA,-101.9250568,33.5957279,"1"
"201",1812,"Liquor King - Greenville Ave","105 Greenville Ave., Allen, TX 75002","Off Premise",75002,"Mason Lowe","BF1000061","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6626068,33.101221,"1"
"202",1813,"Off the Record - FW","715 W Magnolia, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB631004","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3320864,32.7303146,"1"
"203",1814,"Liquor King - E Exchange","1512 E Exchange Pkwy, Allen, TX 75002","Off Premise",75002,"Mason Lowe","BF1000059","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6301398,33.1139503,"1"
"204",1815,"Market Street #685 - Legacy Dr.","4268 Legacy Dr., Frisco, TX 75034","Off Premise",75034,"Mason Lowe","BG1004438","Denton","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8376442,33.1146838,"1"
"205",1824,"Red Brick Tavern - Conroe","119 Simonton, Conroe, TX 77301","On Premise",77301,"Jami Ontiveros","MB782956","Montgomery","CONROE","Charles_3",NA,NA,NA,NA,-95.4566782,30.3111183,"1"
"206",1826,"Local Boys Liquor - Wichita Falls","2731 Southwest Pkwy, Wichita Falls, TX 76308","Off Premise",76308,"Nathan Zaremba","BF861393","Wichita","Wichita Falls","Jose Vital",NA,NA,NA,NA,-98.5353651,33.8571546,"1"
"207",1831,"Avery Ranch Golf Club","10500 Avery club Dr., Austin, TX 78717","On Premise",78717,"Blake Russell","MB952349","Travis","AUSTIN","John Munoz",NA,NA,NA,NA,-97.773624,30.502852,"1"
"208",1832,"Teravista Golf Club","4333 Terravista Club Dr., ROUND ROCK, TX 78665","On Premise",78665,"Blake Russell","BG917833","Williamson","ROUND ROCK","Charles_3",NA,NA,NA,NA,-97.6703682,30.5726026,"1"
"209",1834,"Pacific Yard House - Conroe","101 Metcalf St., CONROE, TX 77301","On Premise",77301,"Jami Ontiveros","MB987126","Montgomery","CONROE","None",NA,NA,NA,NA,-95.4562605,30.310133,"1"
"210",1837,"Mojo's Sports Grille - Houston","18323 W Lake Houston Pkwy, HOUSTON, TX 77346","On Premise",77346,"Jami Ontiveros","MB786177","Harris","HOUSTON","Charles_3",NA,NA,NA,NA,-95.162021,29.983903,"1"
"211",1859,"Kyle's Kwik Stop #5 - Judson Rd","1401 Judson rd, Longview, TX 75601","Off Premise",75601,"Ronnie Esposito","BG808909","Gregg","Longview","Dalton Davis",NA,NA,NA,NA,-94.7406536,32.5159676,"1"
"212",1872,"Parden My French - Galveston","2317 Strand St., Galveston, TX 77550","On Premise",77550,"Jami Ontiveros","BQ932149","Galveston","Galveston","None",NA,NA,NA,NA,-94.794968,29.30686,"1"
"213",1875,"J. Henry's Draught - Galveston","1105 Clear Lake City Blvd., Houston, TX 77062","On Premise",77062,"Jami Ontiveros","BG901103","Harris","HOUSTON","Charles_3",NA,NA,NA,NA,-95.1556285,29.5823687,"1"
"214",1879,"Hardwood beer and Wine - Bedford","2906 Brown Trail, Bedford, TX 76021","Off Premise",76021,"Justin Page","BF996708","Tarrant","Bedford","James Liston",NA,NA,NA,NA,-97.1598986,32.8536299,"1"
"215",1883,"Tom Thumb #3652 - Timbers Rd.","745 Cross Timbers Rd., Flower Mound, TX 75028","Off Premise",75028,"Brian Schick","BQ455445","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0381692,33.0410563,"1"
"216",1886,"Duff's Famous Wings","2787 E Southlake BLVD, Southlake, TX 76092","On Premise",76092,"Nathan Zaremba","MB829089","Tarrant","Southlake","James Liston",NA,NA,NA,NA,-97.1078862,32.9378281,"1"
"217",1887,"New Main Brewing","3533 Marathon St, Pantego, TX 76013","On Premise",76013,"Brandon Pitzer","BP1000868","Tarrant","Pantego","None",NA,NA,NA,NA,-97.1608935,32.7131469,"1"
"218",1889,"Spec's #123 - Denton South","2315 Colorado Blvd., Denton, TX 76205","Off Premise",76205,"Jack Stephenson","BF996567","Denton","Denton","None",NA,NA,NA,NA,-97.103051,33.1912228,"1"
"219",1890,"Fielding's Wood Grill","1699 Research Forest Dr., Shenandoah, TX 77380","On Premise",77380,"Jami Ontiveros","MB852975","Montgomery","Shenandoah","None",NA,NA,NA,NA,-95.4616041,30.1763906,"1"
"220",1893,"Pig Liquors - San Antonio","519 S Presa, San Antonio, TX 78205","Off Premise",78205,"House Accounts DFW","BF744783","Bexar","San Antonio","Joe Castro",NA,NA,NA,NA,-98.4895415,29.4173421,"1"
"221",1898,"Purple Tako - The Colony","6855 Windhaven Pkwy, The Colony, TX 75056","On Premise",75056,"Nathan Zaremba","RM998644","Denton","The Colony","Mark Molkenbuhr",NA,NA,NA,NA,-96.847747,33.0561658,"1"
"222",1902,"Mama's Pizza - Fort Worth","5800 Camp Bowie Ft. Worth,, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","BG699978","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4106342,32.7315285,"1"
"223",1906,"Fizola Market - Cedar Park","700 N Vista Ridge Blvd., CEDAR PARK, TX 78613","On Premise",78613,"Blake Russell","BQ866569","Williamson","CEDAR PARK","John Munoz",NA,NA,NA,NA,-97.7896753,30.5284221,"1"
"224",1909,"OffRhodes Craft Beer Station - Landa St.","133 Landa St., NEW BRAUNFELS, TX 78130","On Premise",78130,"Josh Jennings","BG993449","Comal","NEW BRAUNFELS","John Munoz",NA,NA,NA,NA,-98.1317757,29.7050388,"1"
"225",1911,"Tapped - Spring","20444 Kuykendahl Rd., SPRING, TX 77379","On Premise",77379,"Jami Ontiveros","BG969467","Harris","SPRING","Charles_3",NA,NA,NA,NA,-95.504944,30.0681708,"1"
"226",1913,"Craft Grill Restaurant - Tomball","25219 Kuykendahl Rd., Tomball, TX 77375","On Premise",77375,"Jami Ontiveros","MB922190","Harris","Tomball","Charles_3",NA,NA,NA,NA,-95.55455,30.1278025,"1"
"227",1923,"Eskimo Hut - Austin","1045 Norwood Park Blvd, AUSTIN, TX 78653","On Premise",78653,"House Accounts ATX","BG958476","Travis","AUSTIN","Charles_3",NA,NA,NA,NA,-97.6923729,30.3379937,"1"
"228",1938,"Kwik Serv - Woodson Rd.","27328 Woodson Rd., Oak Ridge North, TX 77385","On Premise",77385,"Jami Ontiveros","BF740754","Montgomery","Oak Ridge North","Charles_3",NA,NA,NA,NA,-95.4441011,30.1649095,"1"
"229",1945,"Cosmic Coffee and Beer Garden - Austin","121 Pickle Rd., AUSTIN, TX 78704","On Premise",78704,"Tim Vela","MB872381","Travis","AUSTIN","John Munoz",NA,NA,NA,NA,-97.7629773,30.2274747,"1"
"230",1946,"AJ Spirits Wine & Gifts - Little Elm","1725 E Eldorado Pkwy, Little Elm, TX 75068","Off Premise",75068,"Brian Schick","BF980730","Denton","Little Elm","Edgard Olvera",NA,NA,NA,NA,-96.9072042,33.1689939,"1"
"231",1949,"Nobi Public House - Webster","241 E Nasa Pkwy, Webster, TX 77598","On Premise",77598,"Jami Ontiveros","BG825144","Harris","Webster","Charles_3",NA,NA,NA,NA,-95.1169267,29.5391596,"1"
"232",1953,"Mom's Store #5 - Austin","10900 US 290, AUSTIN, TX 78737","Off Premise",78737,"Josh Jennings","BF715153","Travis","AUSTIN","Joe Castro",NA,NA,NA,NA,-97.9567749,30.2223331,"1"
"233",1954,"Dukes - Mount Vernon","300 IH 30 East, Mount Vernon, TX 75103","Off Premise",75103,"Ronnie Esposito","BQ1004210","FranklinOrig","Mount Vernon","David Cash",NA,NA,NA,NA,-95.2160982,33.163398,"1"
"234",1969,"Anvil Brewing - Pittsburg","115 Compress St, Pittsburg, TX 75686","On Premise",75686,"Ronnie Esposito","BG986379","Camp","Pittsburg","David Cash",NA,NA,NA,NA,-94.967303,32.9964039,"1"
"235",1973,"Cane Island Bar and Grill -Katy","4747 FM 1463 Ste 100, KATY, TX 77494","On Premise",77494,"Jami Ontiveros","MB971842","Fortbend","KATY","Charles_3",NA,NA,NA,NA,-95.8455308,29.7232289,"1"
"236",1981,"Oscar's Pub - FW","6323 Camp Bowie Blvd, Fort Worth, TX 76116","On Premise",76116,"Brandon Pitzer","MB727739","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4178346,32.7270249,"1"
"237",1983,"Landmark - Fort Worth","3008 Bledsoe St., Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB856691","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3607741,32.7487016,"1"
"238",1988,"Crystal Springs Liquor - Winona","528 S Main St, Winona, TX 75792","Off Premise",75792,"Ronnie Esposito","BF755977","Smith","Winona","David Cash",NA,NA,NA,NA,-95.1688728,32.486045,"1"
"239",1991,"Main at South Side - FW","1002 S Main Street, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB978777","Tarrant","Fort Worth","Harrison Boyland",NA,NA,NA,NA,-97.3261509,32.7339316,"1"
"240",1997,"Barnett's Pub - Waco","420 Franklin Ave., Waco, TX 76701","On Premise",76701,"Mark Molkenbuhr","MB773193","McLennan","Waco","Edgard Olvera",NA,NA,NA,NA,-97.1303522,31.5559486,"1"
"241",3444,"A D Beer Wine","565 W. Oates Road, # 115, Garland, TX 75043","Off Premise",75043,"Brandon Byrd","BQ803035","Dallas","Garland","Harrison Boyland",NA,NA,NA,NA,-96.6188491,32.8471193,"1"
"242",3446,"1001 Wine and Spirits","1001 Ross Avenue, Dallas, TX 75247","Off Premise",75247,"Brandon Byrd","BF711791","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8047068,32.782624,"1"
